,iteration,loss,H,KL
0,0,-9.761253,11.207905,
1,100,-9.840564,11.407598,
2,200,-9.819279,11.266252,
3,300,-9.835925,11.3285,
4,400,-9.837544,11.338041,
5,500,-9.84522,11.3244505,
6,600,-9.846503,11.334806,
7,700,-9.858176,11.369387,
8,800,-9.86394,11.399064,
9,900,-9.848516,11.339944,
10,1000,-9.849928,11.419961,
11,1100,-9.84325,11.417369,
12,1200,-9.822497,11.296002,
13,1300,-9.825934,11.354676,
14,1400,-9.823991,11.386215,
15,1500,-9.825964,11.393451,
16,1600,-9.851105,11.391512,
17,1700,-9.840601,11.342666,
18,1800,-9.830602,11.395124,
19,1900,-9.81629,11.409353,
20,2000,-9.837615,11.335272,
21,2100,-9.84945,11.391918,
22,2200,-9.824622,11.404899,
23,2300,-9.826405,11.388537,
24,2400,-9.831889,11.415004,
25,2500,-9.825952,11.3439045,
26,2600,-9.833045,11.379611,
27,2700,-9.8603115,11.38741,
28,2800,-9.833028,11.402389,
29,2900,-9.817064,11.430656,
30,3000,-9.804345,11.353791,
31,3100,-9.818703,11.374765,
32,3200,-9.841805,11.371349,
33,3300,-9.828508,11.347494,
34,3400,-9.821716,11.353599,
35,3500,-9.829642,11.3846,
36,3600,-9.829955,11.309787,
37,3700,-9.814772,11.384213,
38,3800,-9.826515,11.393242,
39,3900,-9.8290615,11.420627,
40,4000,-9.840813,11.347091,
41,4100,-9.83757,11.370916,
42,4200,-9.838232,11.444309,
43,4300,-9.8442,11.391274,
44,4400,-9.837747,11.363315,
45,4500,-9.835823,11.325075,
46,4600,-9.821635,11.36311,
47,4700,-9.839226,11.364971,
48,4800,-9.831713,11.376821,
49,4900,-9.837921,11.337692,
50,5000,-9.816174,11.407211,
51,5100,-9.831343,11.394188,
52,5200,-9.849587,11.374534,
53,5300,-9.840563,11.421967,
54,5400,-9.840044,11.368365,
55,5500,-9.842926,11.414826,
56,5600,-9.82387,11.43182,
57,5700,-9.860838,11.378647,
58,5800,-9.828878,11.345606,
59,5900,-9.817569,11.376394,
60,6000,-9.828823,11.374421,
61,6100,-9.84485,11.373005,
62,6200,-9.858166,11.4138,
63,6300,-9.853087,11.352144,
64,6400,-9.832036,11.368982,
65,6500,-9.835712,11.323223,
66,6600,-9.838597,11.40114,
67,6700,-9.838725,11.369506,
68,6800,-9.81418,11.344039,
69,6900,-9.836081,11.362238,
70,7000,-9.827202,11.3645115,
71,7100,-9.833284,11.379268,
72,7200,-9.816362,11.380492,
73,7300,-9.857428,11.3387165,
74,7400,-9.83242,11.385879,
75,7500,-9.832938,11.390615,
76,7600,-9.824333,11.379058,
77,7700,-9.834557,11.350183,
78,7800,-9.833986,11.387358,
79,7900,-9.808384,11.371433,
80,8000,-9.8422985,11.35141,
81,8100,-9.844124,11.452076,
82,8200,-9.811698,11.340503,
83,8300,-9.815426,11.358698,
84,8400,-9.825337,11.373619,
85,8500,-9.82117,11.304963,
86,8600,-9.802106,11.356509,
87,8700,-9.8294735,11.358021,
88,8800,-9.8474865,11.369025,
89,8900,-9.845373,11.356031,
90,9000,-9.847799,11.434105,
91,9100,-9.859214,11.411196,
92,9200,-9.815888,11.346669,
93,9300,-9.83619,11.412235,
94,9400,-9.821854,11.361161,
95,9500,-9.833254,11.368177,
96,9600,-9.8316,11.375076,
97,9700,-9.829884,11.410293,
98,9800,-9.842067,11.41294,
99,9900,-9.82757,11.344935,
100,10000,-9.82589,11.36793,
