,k,iteration,H,cost,converged,R1,R2
0,0,0,2.4282622,-2.4282138,,-0.004247546,0.005500771
1,1,50,2.3212261,-1.2416613,,0.00064122677,0.004602187
2,1,100,2.4124136,4.1267123,,-0.009558499,0.006278345
3,1,150,2.3115346,-1.099292,,-0.0011450052,0.0047889263
4,1,200,2.3092926,-0.123805285,,-0.0045785904,0.0047693034
5,1,250,2.3422253,-0.4355042,,0.003935516,0.0047587957
6,1,300,2.1809466,7.534296,,0.013451695,0.0036546863
7,1,350,2.3384342,-0.98742735,,-0.0018623471,0.00485302
8,1,400,2.350396,1.9409473,,-0.0076277256,0.005257819
9,1,450,2.260813,1.8404386,,-0.007686615,0.004789675
10,1,500,2.3703973,1.2518923,,-0.0063822865,0.0056313593
11,1,550,2.424873,2.0523932,,-0.0072388053,0.006094672
12,1,600,2.3608675,-0.6669997,,-0.0024541616,0.0052777315
13,1,650,2.326876,-0.945289,,-0.0012307763,0.0051104724
14,1,700,2.3655386,-0.6969607,,-0.0015910268,0.0055533946
15,1,750,2.3776875,0.025514841,,-0.0038968325,0.0057339985
16,1,800,2.3113346,-0.23891902,,0.0045680404,0.0045366636
17,1,850,2.3470201,-0.07458973,,0.00446254,0.005053152
18,1,900,2.2567396,-1.0340974,,-0.00042295456,0.0049268603
19,1,950,2.323746,-1.266861,,-0.0007377267,0.004538002
20,1,1000,2.3771868,0.51231647,,-0.005299151,0.005450602
21,1,1050,2.3576145,1.2349284,,0.006994903,0.0047877124
22,1,1100,2.1781375,6.132123,,0.012429893,0.003420962
23,1,1150,2.2335126,-1.2032474,,0.0013994575,0.004318197
24,1,1200,2.1917644,-1.2967756,,-3.0696392e-05,0.0042307014
25,1,1250,2.2718017,-1.3812401,,0.0011877418,0.0040497533
26,1,1300,2.078816,1.7935674,,0.008249998,0.0030635279
27,1,1350,1.8738087,21.729092,,0.021539807,0.0028451122
28,1,1400,1.8083904,20.455029,,0.02084428,0.0032839463
29,1,1450,1.8546016,15.731132,,0.01848787,0.0031485436
30,1,1500,1.9455462,25.210167,,0.023114622,0.0029712864
31,1,1550,2.042899,18.286568,,0.01996106,0.0028540194
32,1,1600,2.1496391,6.5544577,,0.012725532,0.0034846473
33,1,1650,2.1801922,-0.35628986,,0.004808426,0.0036547347
34,1,1700,2.1496305,-0.97913456,,-0.0032841563,0.0035530603
35,1,1750,2.1930783,-1.061066,,-0.0019159317,0.0043553934
36,1,1800,1.9514287,11.803829,,0.016370535,0.0026665973
37,1,1850,1.9476798,7.6020555,,0.013650596,0.0021577608
38,1,1900,1.9985077,8.501957,,0.014217019,0.002808141
39,1,1950,2.1488347,-0.4689343,,0.0044139624,0.003756986
40,1,2000,2.1015,-1.3411286,,0.001124084,0.0037341486
41,1,2050,2.0592182,-1.4277637,,0.0008545518,0.0034494684
42,1,2100,2.083787,-0.3520459,,0.0049652457,0.0031592967
43,1,2150,2.1719468,-0.9014859,,0.00262326,0.0043043843
44,1,2200,2.2274895,-1.245569,,-0.001806438,0.0040466273
45,1,2250,2.2511683,1.5527525,,-0.007237613,0.004867789
46,1,2300,2.177437,-1.3662806,,-0.00029951334,0.004016643
47,1,2350,2.09672,-1.2367907,,0.0029531121,0.0029116515
48,1,2400,2.0941613,-1.5532949,,-0.0007536411,0.003201461
49,1,2450,2.1370683,-0.69107187,,0.003866434,0.0037377286
50,1,2500,2.1419566,-0.29425716,,-0.004509747,0.0040762937
51,1,2550,2.2368429,22.774323,,-0.021556914,0.005960097
52,1,2600,2.201481,2.2746727,,-0.008167505,0.0047764983
53,1,2650,2.1515338,-1.3071437,,-0.0014064312,0.003861315
54,1,2700,2.179438,-1.0218152,,-0.001814723,0.0044563706
55,1,2750,2.2015824,-1.049513,,0.00011879206,0.0047986745
56,1,2800,2.2756345,0.5043888,,-0.0055428147,0.004987752
57,1,2850,2.2308707,-0.9619794,,0.0013736486,0.004846743
58,1,2900,2.2984993,-0.8081615,,0.001994431,0.005082224
59,1,2950,2.2936678,0.8193488,,-0.0061408877,0.0049547786
60,1,3000,2.2333145,-0.99572015,,0.0022396445,0.0044425083
61,1,3050,2.2474277,-1.1791275,,0.0012918115,0.004438156
62,1,3100,2.2965455,-0.61225224,,-0.0021749735,0.005381018
63,1,3150,2.2654407,-1.0711813,,0.0023213625,0.0043007517
64,1,3200,2.1826715,1.5451105,,0.0074244738,0.0044082683
65,1,3250,2.1877718,8.918933,,0.014329493,0.0040987455
66,1,3300,2.1094284,5.8611526,,0.012012601,0.0038870336
67,1,3350,2.1010392,17.112259,,0.019353688,0.0031146002
68,1,3400,2.1996748,-0.49427855,,0.004333496,0.003915193
69,1,3450,2.166394,-0.811424,,-0.0036504269,0.0037113046
70,1,3500,2.1534488,-1.5085578,,-0.00014847517,0.003588283
71,1,3550,2.1356368,-1.4921396,,0.0018392205,0.003080132
72,1,3600,2.2383318,0.74327064,,-0.005943179,0.004930585
73,1,3650,1.5188773,10.055914,,0.014075816,0.005776437
74,1,3700,1.0235311,8.127432,,0.011922538,0.0063931476
75,1,3750,1.2119949,4.4613724,,0.008703947,0.006140737
76,1,3800,1.012697,38.960396,,0.027891278,0.0046409494
77,1,3850,1.0699344,24.158298,,0.021799684,0.005416499
78,1,3900,0.94669366,10.965851,,0.013945699,0.0066157663
79,1,3950,0.58141446,27.163967,,0.02281773,0.0058531035
80,1,4000,0.4634819,16.503363,,0.017448843,0.005905489
81,1,4050,0.25111392,3.5535226,,-0.002591908,0.00832915
82,1,4100,0.41405055,7.2042103,,-0.009058952,0.008384545
83,1,4150,0.3923149,5.835759,,-0.0070893764,0.008619874
84,1,4200,0.46943814,2.3566453,,5.596876e-05,0.007517881
85,1,4250,0.35822734,2.700667,,-0.00031244755,0.007815386
86,1,4300,0.31835842,3.9674,,-0.0035722256,0.0085413335
87,1,4350,0.39990988,3.2907336,,-0.001965642,0.008363559
88,1,4400,0.4325859,4.5690904,,-0.005581677,0.008299301
89,1,4450,0.32723778,5.100941,,-0.006339729,0.008268701
90,1,4500,0.27776268,3.5650275,,-0.0023949146,0.008433279
91,1,4550,0.29018775,3.8296156,,-0.0032559037,0.008473203
92,1,4600,0.43272227,3.5864751,,-0.003145814,0.008395702
93,1,4650,0.28141907,2.900075,,-0.0012402534,0.007879825
94,1,4700,0.26312432,2.710445,,0.00046402216,0.007697796
95,1,4750,0.41400033,2.6087852,,0.003679514,0.00684959
96,1,4800,0.25807872,5.133288,,0.0077228546,0.0069415304
97,1,4850,0.40831104,5.7250247,,0.009539247,0.005627565
98,1,4900,0.37154183,2.866617,,-0.003053844,0.007445617
99,1,4950,0.26166245,2.5467308,,0.00080144405,0.007451547
