,k,iteration,H,cost,converged,R1,R2,R3,R4
0,0,0,10.970329,-9.657789,,-0.2051239,-0.8411756,0.10181515,0.743318
1,1,50,11.869607,218.52579,,0.12815303,-0.27208567,0.4550445,0.40406868
2,1,100,11.886235,209.39949,,0.10871577,-0.32752788,0.41146153,0.39265406
3,1,150,11.328137,148.6612,,0.11213356,-0.29704213,0.36207998,0.29676384
4,1,200,9.223215,104.768684,,0.082464874,-0.26471257,0.29257774,0.255947
5,1,250,-0.17026062,69.41476,,0.0712111,-0.18159103,0.24776438,0.1976246
6,1,300,-16.66365,62.2792,,-0.016592145,-0.10898638,0.22446024,0.16939707
7,1,350,-7.179892,33.923576,,0.018771827,-0.09882569,0.12704442,0.16500965
8,1,400,-8.03142,32.58555,,0.089673996,-0.010895252,0.1470597,0.13900205
9,1,450,-12.886447,31.909676,,-0.03069663,-0.05039215,0.14391059,0.117705345
10,1,500,-5.3428564,15.791715,0,-0.020910442,-0.06098795,0.08386795,0.098524645
11,2,550,-12.109676,21.211666,,-0.013339877,0.032946825,0.017445229,0.0654203
12,2,600,-10.188624,14.653368,,0.05531037,0.07897723,0.02671916,0.028324574
13,2,650,-7.953838,7.6446924,,0.017636776,0.015791416,0.009173244,-0.0007017553
14,2,700,-7.191718,5.686517,,0.021120787,0.06363714,0.008727618,-0.0020554252
15,2,750,-5.765891,3.2176797,,0.024059355,0.033053756,-0.003291618,-0.0062288567
16,2,800,-5.4054303,3.728745,,-0.019839019,-0.00019037724,-0.009444524,-0.01727077
17,2,850,-4.2710156,3.2386336,,-0.0131394565,-0.0018054247,-0.005102057,-0.011769347
18,2,900,-5.2104278,1.9930259,,0.0123025775,0.0027067661,-0.011145707,-0.023002494
19,2,950,-4.3278704,1.8034606,,0.0664261,0.06469989,0.0049787983,-0.021910697
20,2,1000,-3.7730362,-1.0726695,0,0.018796802,0.050521374,-0.0074239597,-0.026077405
21,3,1050,-2.4421086,1.1925952,,0.011090934,-0.0024963617,-0.00094084814,-0.01993132
22,3,1100,-1.6108693,1.279103,,0.009002209,-0.015855908,0.0047145635,-0.015739799
23,3,1150,-2.14232,2.5788188,,0.03719455,0.024095178,0.012507267,-0.020001411
24,3,1200,-1.7234195,0.7354058,,-0.014740944,0.037236333,9.197742e-05,-0.023745865
25,3,1250,-2.0759878,1.641151,,0.0053439736,0.052028537,-0.0021104664,-0.017009668
26,3,1300,-1.0262364,-0.2834519,,-0.013378441,-0.016338944,-0.0039215423,-0.0237761
27,3,1350,-1.3864713,0.99910283,,-0.031401664,-0.037026882,-0.008477587,-0.02311946
28,3,1400,-0.74757826,2.609449,,0.04963696,0.037223816,0.018192656,-0.017679244
29,3,1450,-1.1312184,-0.76578575,,0.024064362,-0.0010800362,-0.009807844,-0.02390077
30,3,1500,-1.1316295,-0.18866014,0,-0.022945136,0.01309371,-0.0048230216,-0.019519776
31,4,1550,-0.5199932,1.9110618,,-0.014672935,-0.01883936,0.0035357997,-0.011754211
32,4,1600,-0.80166847,2.6615021,,0.0028145313,0.00087845325,0.019375496,-0.005411353
33,4,1650,-1.1440898,2.0086904,,0.00029677153,-0.022669077,0.0029621571,-0.016703539
34,4,1700,-0.4694022,2.0861118,,0.009543598,-0.02477479,0.009465188,-0.011768125
35,4,1750,-0.2328333,3.365786,,-0.017626524,-0.02742815,0.010434054,-0.009881936
36,4,1800,-0.24027142,8.285047,,0.05036199,0.034841657,0.018444255,-0.007597305
37,4,1850,-0.85087174,11.9234915,,-0.057968527,-0.03956437,-0.00054833293,-0.0017995313
38,4,1900,-0.16042323,7.359616,,0.060595155,0.00265491,0.015516266,-0.0058028363
39,4,1950,-0.4629544,0.8760482,,-0.009001374,-0.01458025,-0.0014259256,-0.01982132
40,4,2000,-0.52383035,1.8892694,1,0.015413165,0.024006486,0.004311152,-0.007527694
