,k,iteration,H,cost,converged,R1,R2,R3,R4
0,0,0,4.6346846,-0.27274227,,-0.35380113,-1.2734344,0.116827846,1.6129113
1,1,50,1.5138861,383.19458,,0.3343805,-0.54176366,0.33314335,0.50310457
2,1,100,-0.75105196,264.6645,,0.25869185,-0.4768616,0.24912691,0.41405827
3,1,150,-11.422044,112.95693,,0.10351312,-0.31756628,0.15728602,0.25839424
4,1,200,-16.743368,56.290848,,0.07258654,-0.15059936,0.15272196,0.16679928
5,1,250,-15.413438,26.478794,,0.059351146,-0.02344656,0.07414281,0.11207701
6,1,300,-13.918701,21.148903,,0.01696378,-0.046889782,0.036932923,0.103004575
7,1,350,-12.719543,20.122852,,0.073587775,-0.02699697,0.033781365,0.08672623
8,1,400,-10.660839,18.581306,,0.02043742,-0.06251621,0.04607231,0.09691395
9,1,450,-10.681062,22.896183,,0.0034577847,-0.100287795,0.022638768,0.117678076
10,1,500,-12.34763,15.467361,0,-0.03143415,-0.0069015026,0.028323844,0.06634371
11,2,550,-12.219346,20.558956,,0.028409183,-0.031755686,0.007436618,0.075558886
12,2,600,-11.023164,15.670914,,0.08213633,0.017358065,0.018672675,0.036836907
13,2,650,-10.559326,14.3577585,,0.007883668,-0.040812254,0.016439736,0.028531589
14,2,700,-9.2629795,15.313599,,0.0782274,-0.057171464,0.009781018,0.036582336
15,2,750,-9.20702,12.129757,,0.057938337,-0.043628573,0.015437663,0.016807407
16,2,800,-8.89533,10.195952,,0.041728914,-0.042141438,0.0014741644,0.0074234605
17,2,850,-9.657281,11.370544,,0.067227125,0.014880538,0.02189476,0.009809308
18,2,900,-8.281249,10.881187,,0.039800406,-0.047672868,3.054738e-06,0.020768702
19,2,950,-9.354355,9.714348,,0.035773396,0.01404047,-0.007611621,0.014034517
20,2,1000,-8.420335,8.995392,1,0.0058894157,-0.020166874,-0.011662446,0.009331554
