,k,iteration,H,cost,converged,R1,R2,R3,R4
0,0,0,8.730444,-8.593902,,-0.2494281,0.25815874,0.06069514,0.06323327
1,1,100,8.50518,-1.8615694,,-0.24170595,0.25861633,0.05737391,0.065393314
2,1,200,8.76803,-1.7648053,,-0.23606235,0.27435094,0.056667447,0.07654682
3,1,300,8.642984,-2.1432467,,-0.22100043,0.26916194,0.05442939,0.07578159
4,1,400,8.670969,-2.534728,,-0.20631689,0.26791304,0.05499085,0.07318999
5,1,500,8.682618,-2.8858957,,-0.20686746,0.2577592,0.052833915,0.062522545
6,1,600,8.710617,-2.47303,,-0.22720373,0.25650382,0.056300305,0.06454671
7,1,700,8.707486,-2.3960414,,-0.22598732,0.25959945,0.05659745,0.0675536
8,1,800,8.877645,-2.6050196,,-0.21274126,0.2674145,0.05521404,0.0750636
9,1,900,8.58052,-2.0916176,,-0.23770547,0.25622642,0.0585424,0.06476858
10,1,1000,8.6110525,-2.1210394,,-0.23298514,0.26020664,0.056723185,0.067772925
11,1,1100,8.541068,-2.018602,,-0.23207384,0.26232183,0.054214045,0.06956407
12,1,1200,8.52776,-2.4724598,,-0.22214282,0.25500047,0.05351813,0.06220238
13,1,1300,8.534203,-2.088633,,-0.23027158,0.2613563,0.055185385,0.06733387
14,1,1400,8.370816,-1.9515777,,-0.23403448,0.25776434,0.05763512,0.06203521
15,1,1500,8.755302,-2.7221823,,-0.21724957,0.25828046,0.053777598,0.06216263
16,1,1600,8.673249,-2.3127756,,-0.24030799,0.25009567,0.05842246,0.05916509
17,1,1700,8.706402,-2.6831102,,-0.22131479,0.2545063,0.05336134,0.06216675
18,1,1800,8.5157795,-2.8558402,,-0.18799269,0.26465917,0.051694274,0.07169916
19,1,1900,8.484145,-2.2396526,,-0.20687163,0.27041376,0.053662412,0.078043066
20,1,2000,8.442494,-3.1965399,0,-0.20094663,0.24045768,0.053304784,0.06227558
21,2,2100,6.794289,16.089262,,-0.21875739,0.25095946,0.055449873,0.06178961
22,2,2200,6.7162905,16.592672,,-0.21023208,0.26353788,0.04928696,0.06754287
23,2,2300,7.855303,14.307866,,-0.22062826,0.24119893,0.052588336,0.05744043
24,2,2400,7.2405505,16.93032,,-0.22909278,0.25835258,0.056651004,0.06405318
25,2,2500,7.704329,16.81546,,-0.24130481,0.25263417,0.055890344,0.06253861
26,2,2600,7.18372,16.227201,,-0.23012888,0.2483963,0.054978624,0.061019994
27,2,2700,7.4941382,16.808601,,-0.24082482,0.2504499,0.056595467,0.06073063
28,2,2800,7.25181,14.536654,,-0.21418798,0.24204427,0.053580053,0.055022694
29,2,2900,7.266419,17.39979,,-0.24007338,0.25601727,0.055648997,0.06151831
30,2,3000,7.8770843,17.833548,,-0.23334354,0.2711895,0.058690533,0.07568285
31,2,3100,7.357645,17.357456,,-0.23595637,0.2592094,0.056494854,0.06534546
32,2,3200,7.7431927,12.682623,,-0.18410063,0.24735165,0.051299654,0.060041495
33,2,3300,6.7834945,8.472831,,-0.13095808,0.21115682,0.05713018,0.060494974
34,2,3400,6.219273,8.647315,,-0.1094622,0.21986502,0.04814417,0.06665977
35,2,3500,6.07568,7.7253547,,-0.10383344,0.20927337,0.05086814,0.057843804
36,2,3600,5.7507825,5.990853,,-0.09983367,0.18029103,0.047898836,0.05634454
37,2,3700,5.567747,6.5721345,,-0.09674919,0.18683362,0.046794884,0.063993774
38,2,3800,4.2914467,3.5521762,,-0.059731364,0.13655195,0.04702995,0.056240715
39,2,3900,2.904514,3.9678974,,-0.012519777,0.1380971,0.04151716,0.07281925
40,2,4000,2.6739118,4.293129,0,0.004479766,0.14560792,0.0469039,0.07184625
41,3,4100,1.1046454,30.069937,,-0.18342727,0.26797843,0.047110766,0.07036765
42,3,4200,2.5852184,26.18484,,-0.12464243,0.27412325,0.03962761,0.071810536
43,3,4300,4.9632955,24.993073,,-0.15957236,0.26743048,0.05103848,0.07094727
44,3,4400,4.7138724,19.564405,,-0.1125173,0.238316,0.048507147,0.05868446
45,3,4500,2.8279996,5.2228975,,0.014728248,0.09991732,0.043635532,0.046331532
46,3,4600,3.5416183,3.7451544,,-0.013223827,0.080054164,0.045031615,0.049120694
47,3,4700,1.3727738,4.0400653,,-0.026697695,0.05299276,0.03704088,0.042244866
48,3,4800,1.4776864,0.5301136,,0.03155905,0.0125409365,0.040983655,0.04266224
49,3,4900,1.4228343,3.3307712,,0.051416636,0.052403092,0.046283357,0.05767397
50,3,5000,1.6645111,0.5664476,,0.025734663,0.016968846,0.037559062,0.04174961
51,3,5100,0.7254391,0.29531258,,0.04130304,-0.003169626,0.043041565,0.040290408
52,3,5200,1.0266521,-1.283145,,0.01629448,-0.029350877,0.027740372,0.041226663
53,3,5300,0.5592771,-1.8687899,,0.090155244,-0.04272604,0.04442712,0.03511916
54,3,5400,0.54773444,-0.7355741,,0.036337376,-0.025097698,0.029960712,0.044636637
55,3,5500,1.2920123,-2.1769557,,0.060743332,-0.0276341,0.031263873,0.031479336
56,3,5600,0.6343688,-2.8573382,,0.060886383,-0.060001984,0.032372586,0.034307957
57,3,5700,0.21476035,-1.2092239,,0.07871652,-0.03680104,0.038396314,0.04077377
58,3,5800,1.2650207,-1.3942423,,0.07273537,-0.017284125,0.03683193,0.0388012
59,3,5900,1.9169395,-1.2852106,,-0.011259019,-0.017709404,0.030002257,0.032746583
60,3,6000,1.020515,-3.1054192,0,0.056607366,-0.06096363,0.03652499,0.03633208
61,4,6100,1.5070158,18.751652,,-0.16364598,0.15475562,0.043034226,0.033668652
62,4,6200,1.6802386,-1.1446592,,0.039759874,-0.042787567,0.030613342,0.031056376
63,4,6300,1.2741108,-0.16744035,,-0.024440408,-0.017190918,0.016397517,0.03023258
64,4,6400,1.9998803,1.9352505,,-0.007632315,0.040962994,0.024132049,0.034553327
65,4,6500,1.8783875,-0.45757565,,-0.020762265,-0.014644921,0.025113914,0.030831156
66,4,6600,1.4505496,-0.6100042,,0.029174745,-0.035553455,0.027309077,0.038141683
67,4,6700,1.9219725,-1.4025762,,0.020137489,-0.038351193,0.031359397,0.029274585
68,4,6800,2.2111619,-1.5738479,,0.009485483,-0.029057115,0.027210945,0.028806617
69,4,6900,1.8955232,-1.1064913,,-0.0038332343,-0.029277578,0.026377989,0.031204348
70,4,7000,1.3776879,-0.78071225,,0.04553342,-0.049650893,0.025176246,0.039240353
71,4,7100,1.8042964,-1.5823438,,-0.0059530735,-0.05558452,0.027049707,0.03173662
72,4,7200,2.0498998,0.35114795,,0.040343344,0.004389882,0.03508369,0.03430014
73,4,7300,2.13564,-1.3877968,,-0.015161991,-0.04051985,0.0258053,0.034828193
74,4,7400,2.0392487,-1.4522347,,0.025613606,-0.036094323,0.029238356,0.031131623
75,4,7500,1.6532457,-1.878101,,0.011992693,-0.053765282,0.021961508,0.026679823
76,4,7600,1.2858291,3.8253286,,0.102853596,0.034305573,0.042235896,0.026476057
77,4,7700,0.97766525,-1.3960844,,0.023916304,-0.07688284,0.024411805,0.028765356
78,4,7800,1.3423953,-1.4428854,,0.022665799,-0.061665997,0.02507747,0.031190077
79,4,7900,2.9101682,-0.16257203,,-0.039243996,0.0073791444,0.033129625,0.026225721
80,4,8000,1.6104649,-0.0657672,0,-0.0050685406,-0.01048784,0.029511975,0.0316801
81,5,8100,2.0984457,0.78870463,,0.025590181,-0.021921635,0.034809925,0.03385391
82,5,8200,1.4128073,5.747933,,-0.09866226,-0.0020588636,0.022584891,0.027159633
83,5,8300,0.27440757,39.021946,,0.026504457,0.25005567,0.03045364,0.057680145
84,5,8400,0.8101871,69.93144,,-0.25104988,0.25625002,0.058886193,0.06116324
85,5,8500,4.19575,61.514328,,-0.23887432,0.24826843,0.055483937,0.057181478
86,5,8600,5.110945,58.451035,,-0.2275312,0.24514759,0.06668799,0.05583691
87,5,8700,-0.23752919,61.618687,,-0.23945951,0.23048303,0.057531387,0.050625756
88,5,8800,2.0233884,47.47014,,-0.1899789,0.2209821,0.04840166,0.0489185
89,5,8900,2.5486634,44.642365,,-0.12246215,0.24781063,0.049597353,0.057340726
90,5,9000,0.9779763,39.337894,,-0.049096823,0.2451902,0.044242814,0.05595825
91,5,9100,-1.7319325,44.25584,,0.035353005,0.25705945,0.04671081,0.061827213
92,5,9200,-1.6162148,41.70649,,0.031154454,0.24793923,0.049661405,0.05729878
93,5,9300,-0.7769668,57.871902,,-0.23660356,0.21506652,0.056162484,0.046968758
94,5,9400,1.8493439,38.542755,,-0.1790753,0.18565264,0.052107565,0.04091142
95,5,9500,0.9191669,12.471488,,-0.05643195,0.1010406,0.032210156,0.039892375
96,5,9600,-1.7401767,6.195979,,0.028928041,0.03243333,0.023584943,0.033007637
97,5,9700,-0.44914186,5.56266,,0.008727133,0.03146091,0.031202866,0.038754657
98,5,9800,-0.057016574,4.611963,,-0.025641024,0.015278429,0.029985705,0.03644906
99,5,9900,-0.43064705,2.9123776,,0.011366963,-0.008338809,0.022234302,0.034459136
100,5,10000,-0.14181632,2.6967187,0,0.007243037,-0.013697803,0.024895431,0.0355203
101,6,10100,0.1490046,4.5876904,,0.012283087,-0.013219342,0.024775403,0.032165863
102,6,10200,0.6202781,4.2908964,,0.0015417337,-0.007412225,0.027948225,0.031252675
103,6,10300,0.66419786,4.1609044,,-0.013656914,-0.0035087168,0.023862442,0.031474024
104,6,10400,0.15949541,3.8133268,,0.0043670535,-0.027429253,0.021920148,0.027662614
105,6,10500,-1.1678538,6.4743547,,0.0056892633,-0.00025081635,0.027708689,0.03349618
106,6,10600,-1.1976634,4.651811,,0.0027902126,-0.016608149,0.026992755,0.0193541
107,6,10700,-0.10090125,5.2466354,,-0.013189673,0.015575796,0.03179831,0.021365901
108,6,10800,-0.92669314,4.204523,,-0.0012400746,0.0034855008,0.024704978,0.016504554
109,6,10900,-0.03701484,4.017556,,-0.0033164024,0.004161656,0.023456167,0.024191007
110,6,11000,0.6646003,5.296537,,-0.016167581,0.026319593,0.030280078,0.023771161
111,6,11100,0.3313092,3.4433556,,0.008764267,-0.01642099,0.029490622,0.019781623
112,6,11200,0.18165983,3.813002,,0.031235576,-0.033704072,0.025912853,0.016697444
113,6,11300,0.2117281,3.109016,,-0.0010775924,-0.01124534,0.028830381,0.015812952
114,6,11400,-1.0300634,4.35824,,-0.017629623,0.010830492,0.022014389,0.013347702
115,6,11500,-0.5023977,4.7305317,,0.04458505,0.0014380813,0.020867696,0.016048329
116,6,11600,1.2217098,23.646587,,-0.039752126,0.1296294,0.030885873,0.04141382
117,6,11700,1.0167603,3.7550864,,-0.021321774,0.009580731,0.028002908,0.021647923
118,6,11800,0.3516685,3.4121091,,0.018690467,-0.015989363,0.026266353,0.021051334
119,6,11900,0.69074583,2.719003,,0.0062062144,-0.028275162,0.027070591,0.017524216
120,6,12000,1.3557869,118.595314,0,-0.2478326,0.25242454,0.056206845,0.058401383
121,7,12100,-0.21997218,425.9977,,-0.2413392,0.25128424,0.053406328,0.05757107
122,7,12200,-1.9616933,214.22751,,0.085160375,0.25438714,0.032922775,0.0598938
123,7,12300,-3.7612674,409.9295,,-0.2212925,0.25360614,0.052404746,0.059574716
124,7,12400,-4.543261,447.18362,,-0.25319996,0.25147533,0.060089983,0.05847884
125,7,12500,-3.8648071,441.11725,,-0.24714983,0.2536536,0.05663023,0.0594081
126,7,12600,-3.2384033,435.7331,,-0.24730021,0.24995363,0.05720447,0.057828367
127,7,12700,-3.411921,429.67157,,-0.24129999,0.25134623,0.054041974,0.058292247
128,7,12800,-2.5207865,436.6973,,-0.2505999,0.24811736,0.05831047,0.056729928
129,7,12900,-2.9935067,436.94754,,-0.2486,0.24982926,0.057662472,0.0575696
130,7,13000,-0.8793425,406.02112,,-0.22658122,0.24855807,0.053095877,0.05691932
131,7,13100,-1.0937666,401.5869,,-0.21161944,0.2565071,0.05313486,0.06253208
132,7,13200,-1.1481464,424.3529,,-0.23227644,0.2553301,0.056255333,0.06319066
133,7,13300,-1.1525403,434.79544,,-0.24300659,0.25360847,0.06062194,0.0595029
134,7,13400,-1.2629744,394.64105,,-0.21218508,0.25091982,0.055518314,0.058186732
135,7,13500,-1.8930899,408.96283,,-0.22318196,0.251222,0.058523998,0.058965974
136,7,13600,-2.2491517,341.30142,,-0.16063422,0.24940637,0.052604817,0.057792313
137,7,13700,-2.4204345,284.4052,,-0.14546287,0.21554092,0.044836707,0.05342377
138,7,13800,-4.9480224,132.73462,,-0.10730767,0.09004167,0.03818655,0.03220146
139,7,13900,-5.2411284,-35.259953,,0.12577581,-0.09695038,0.03184831,0.024756389
140,7,14000,-5.6331944,-34.972454,0,0.08821452,-0.10821338,0.024628317,0.026956791
141,8,14100,-4.3833776,16.159214,,0.030224323,-0.082763895,0.016040128,0.020771896
142,8,14200,-3.8943665,9.533492,,0.03144765,-0.02916433,0.01656373,0.0171225
143,8,14300,-3.289351,7.213176,,0.02945298,0.0120177865,0.010549804,0.00862265
144,8,14400,-3.5150056,4.17894,,0.050065517,-0.03504908,0.012004569,0.0025164885
145,8,14500,-3.6618721,3.6118636,,0.039473355,-0.020878837,0.011000531,0.002111006
146,8,14600,-3.3111713,2.3315036,,0.04915738,-0.02794911,0.008200191,0.0004880284
147,8,14700,-3.118911,3.3450508,,0.0109321475,-0.011626869,0.006941802,0.0018319394
148,8,14800,-3.1103623,1.6482089,,0.041757405,-0.029085591,0.006786539,0.0007179235
149,8,14900,-3.0820322,4.404393,,-0.0053275824,-0.014859006,0.005950966,0.0006089434
150,8,15000,-2.7472513,1.447067,,0.040166378,-0.04111308,0.006779696,6.281724e-05
151,8,15100,-2.8868873,1.2809212,,0.034864783,-0.013984054,0.005664738,0.00047154306
152,8,15200,-3.0010216,0.74634814,,0.024036646,-0.026886731,0.003257255,4.1572377e-05
