,k,iteration,H,cost,converged,R1,R2,R3,R4
0,0,0,11.516465,1440.2953,,2.610365,-5.1718407,22.779156,29.98933
1,1,50,9.974696,176.43875,,-0.5568161,-2.52756,9.500383,16.609365
2,1,100,6.664182,44.638752,,-0.08016699,-0.9173565,4.3664684,9.093506
2,1,103,,,,,,,
