,k,iteration,H,cost,converged,R1,R2
0,0,0,2.3910754,-2.3910458,,-0.0011466146,0.005303945
1,1,50,2.3374064,-0.89036345,,0.0020090342,0.004990455
2,1,100,2.296546,-0.3239367,,0.004129708,0.004732621
3,1,150,2.2572477,-0.7086463,,0.0035855174,0.0042563
4,1,200,2.1578672,3.17891,,-0.009214282,0.0046725306
5,1,250,2.1946528,-1.0631804,,0.002560556,0.0040091146
6,1,300,2.1658068,-0.031123161,,0.005444467,0.003612679
7,1,350,2.1463501,-1.1077574,,0.002457559,0.0038382625
8,1,400,2.2056396,-1.1661971,,-3.027916e-05,0.0045593786
9,1,450,2.2369585,-0.5490823,,0.0035570264,0.0045940275
10,1,500,2.2768831,0.24942207,,0.0057455897,0.0041850093
11,1,550,2.2313168,-1.0305965,,0.0026329756,0.004133019
12,1,600,2.1711912,-0.13464308,,-0.004904866,0.0040832893
13,1,650,2.3230941,0.021656036,,-0.004000962,0.0055576353
14,1,700,2.238434,-0.17173553,,-0.0043257475,0.004756246
15,1,750,2.353168,5.390066,,-0.010910213,0.0059859785
16,1,800,2.3959963,6.312435,,-0.01110512,0.007130563
17,1,850,2.2184577,-0.8367888,,0.0003104806,0.005247569
18,1,900,2.2278461,-0.7703465,,-0.00033187866,0.0053888634
19,1,950,2.2299669,-0.9913908,,0.0009484291,0.0048858984
20,1,1000,2.2867877,-0.9929321,,-0.0007625222,0.0050294804
21,1,1050,2.2268698,1.6290393,,-0.0068844557,0.00545183
22,1,1100,2.2791827,-0.7539424,,-0.0008828044,0.0054521062
23,1,1150,2.3059533,-0.64770055,,-0.0018023252,0.005469614
24,1,1200,2.3603394,-0.7486546,,-0.0020152926,0.0053077578
25,1,1250,2.3601117,-0.4809556,,-0.0029088855,0.0053964346
26,1,1300,2.3441992,-1.0364403,,-0.0011588931,0.0049811793
27,1,1350,2.3509283,-0.94307256,,-0.0015186071,0.005084383
28,1,1400,2.3861158,-0.1599977,,-0.003257811,0.0058231456
29,1,1450,2.3550973,-0.63702214,,0.0021517277,0.0054526664
30,1,1500,2.2520711,2.4257524,,0.008489549,0.0046350867
31,1,1550,1.9372504,12.798042,,0.016556382,0.004537848
32,1,1600,1.9463866,1.9478152,,0.0074190497,0.0047793025
33,1,1650,2.1120057,2.9756136,,0.008513033,0.00541116
34,1,1700,2.2775207,-0.59960353,,0.0006709695,0.0057539674
35,1,1750,2.4398034,11.797237,,-0.015570939,0.0065028216
36,1,1800,2.4250584,13.341574,,-0.016141772,0.007401069
37,1,1850,2.2656806,5.540104,,-0.010376215,0.0069605936
38,1,1900,2.1904385,-0.13141227,,-0.003294468,0.005506996
39,1,1950,2.216781,0.1732955,,-0.0029523969,0.00625179
40,1,2000,2.2302916,-0.40271235,,-0.0016307235,0.0058217114
41,1,2050,2.1321647,0.96526575,,-0.004291415,0.0065979064
42,1,2100,2.1546252,-0.008291483,,-0.001535058,0.0063694795
