,k,iteration,H,cost,converged,R1,R2
0,0,0,2.4405668,-2.440497,,-0.0063385367,0.005456393
1,1,50,2.289364,-0.5596216,,0.0033704042,0.004820293
2,1,100,2.2591343,-1.0156142,,-0.0013605356,0.004797848
3,1,150,2.2972436,-1.0684093,,0.0027837753,0.0041021067
4,1,200,2.2580042,-1.0066116,,-0.0011193156,0.00487596
5,1,250,2.149639,-1.177118,,-0.001732409,0.0040557585
6,1,300,2.2080228,-1.4523942,,0.00092417,0.0037760404
7,1,350,2.3402836,-0.16820359,,0.004499674,0.00481607
8,1,400,2.230848,-1.1783853,,0.0012834668,0.0044047665
9,1,450,2.1970887,-1.0562602,,0.0027561188,0.0039013303
10,1,500,2.13752,2.7674243,,0.00926435,0.0035029575
11,1,550,2.1488347,-1.2382315,,-0.00070774555,0.004208463
12,1,600,2.152962,-1.3525779,,0.0009775758,0.0038796943
13,1,650,2.0867393,-0.7630838,,0.0037164092,0.0035582879
14,1,700,2.1722848,-1.1848338,,-0.001199007,0.0042791828
15,1,750,2.12867,-0.568382,,-0.0035675764,0.0042986227
16,1,800,2.083496,-1.0665115,,0.0028178096,0.0035213125
17,1,850,2.1802747,-0.6645423,,0.0035420656,0.00421526
18,1,900,2.1053922,-1.191966,,-0.0001604557,0.004271156
19,1,950,2.1049726,0.11674142,,-0.0049022436,0.004516889
20,1,1000,2.0929623,-1.3449724,,0.00014096498,0.0038652201
21,1,1050,2.143142,-1.384664,,0.00048655272,0.0038643014
22,1,1100,2.0209877,-0.5829561,,-0.0044565797,0.0029832083
23,1,1150,2.1158512,2.520436,,-0.008532643,0.0044631534
24,1,1200,2.0842571,-1.24557,,0.0016692877,0.0037399498
25,1,1250,2.0565436,5.0368824,,-0.010799587,0.0050236876
26,1,1300,1.9207284,1.5944831,,-0.0064225793,0.0053902417
27,1,1350,2.0902717,-0.9865575,,-0.00082463026,0.004625394
28,1,1400,2.1359162,-0.6146022,,-0.0022809505,0.0050223046
29,1,1450,2.2616012,3.2728384,,-0.008221209,0.006565098
30,1,1500,2.0654027,1.8809927,,-0.0024542809,0.008538408
31,1,1550,2.2528741,2.576979,,-0.0051271915,0.0083850445
32,1,1600,2.3876004,3.258401,,-0.005610347,0.009024635
33,1,1650,2.079363,4.526705,,0.007903814,0.008345721
34,1,1700,1.5390596,5.4791284,,0.008249223,0.008503769
35,1,1750,1.4918796,4.2026405,,0.0038672686,0.009946589
36,1,1800,1.4732517,25.241291,,0.021503687,0.008478344
37,1,1850,1.6981407,2.9771981,,-0.00062578917,0.009649619
38,1,1900,1.75402,6.0607224,,-0.0061947703,0.010859082
39,1,1950,1.8261951,3.7891355,,-0.0041157603,0.009765609
40,1,2000,1.9674872,4.0319014,,-0.006462395,0.008844502
41,1,2050,1.5744003,13.230182,,-0.012512565,0.01181217
42,1,2100,1.7049125,3.5306468,,-0.00097614527,0.010186183
43,1,2150,1.8033631,17.734478,,-0.016036749,0.01155766
44,1,2200,1.5566835,8.750014,,-0.007947028,0.011957371
45,1,2250,1.6628696,16.84542,,-0.014516294,0.012627075
46,1,2300,1.6990955,17.013166,,-0.014825046,0.012428325
47,1,2350,1.9373273,25.830143,,-0.020668924,0.011320115
48,1,2400,1.7036878,28.564125,,-0.020639718,0.013392472
49,1,2450,0.94151044,8.859856,,-0.00710845,0.012062225
50,1,2500,1.0264128,8.386073,,0.007706344,0.011351739
51,1,2550,0.41847038,13.013152,,0.011952996,0.011214202
