,k,iteration,H,cost,converged,R1,R2
0,0,0,2.4048574,-2.4048014,,-0.004704654,0.0058278474
1,1,50,2.3714268,-1.110487,,0.00019776821,0.005017936
2,1,100,2.2878187,-1.4267962,,-0.0009813905,0.004032037
3,1,150,2.2286987,1.886724,,-0.0078056455,0.0046238895
4,1,200,2.2919166,-0.11160684,,-0.0041126013,0.0051664985
5,1,250,2.3801022,5.149059,,-0.010839164,0.0057528894
6,1,300,2.3119159,1.9662986,,-0.0072832108,0.005702555
7,1,350,2.2812018,-0.58208025,,-0.0013442636,0.005672335
8,1,400,2.236625,1.0338762,,-0.00594002,0.0054887324
9,1,450,2.1448102,-0.9597546,,0.0013225079,0.004685305
10,1,500,2.1421397,0.31039858,,0.006068766,0.003495832
11,1,550,2.1111782,4.9338617,,0.011348426,0.0034805206
12,1,600,2.2176101,1.2872288,,0.007614255,0.0034813648
13,1,650,2.067464,7.033822,,0.013161898,0.0029648235
14,1,700,2.068486,-1.551887,,0.00071406364,0.0031340215
15,1,750,2.0495348,-0.9035293,,0.0036068559,0.0031481264
16,1,800,2.0506074,-0.476717,,-0.0037992,0.004128424
17,1,850,1.585444,33.504257,,0.026455224,0.0013839199
18,1,900,1.543937,27.457722,,0.024050653,0.0012646186
19,1,950,1.4909266,22.191414,,0.021752775,0.00068090484
20,1,1000,1.496792,11.993908,,0.016413808,0.00063316454
21,1,1050,1.5027347,11.480345,,0.016105115,0.00053558394
22,1,1100,1.5213745,7.9823885,,0.01376164,0.0008321911
23,1,1150,1.585138,7.677179,,0.013573945,0.0009971741
24,1,1200,1.587668,5.043977,,0.011471987,0.0010131224
25,1,1250,0.98050684,6.322551,,0.01207006,0.00061222573
26,1,1300,1.036014,2.0330138,,0.007743418,0.001191648
27,1,1350,1.0874351,26.684855,,-0.022965431,0.005294785
28,1,1400,1.1273328,14.652473,,-0.0173074,0.0040062442
29,1,1450,1.1746196,12.950118,,-0.016140223,0.004689135
30,1,1500,1.186146,7.4303083,,-0.012598634,0.003688293
31,1,1550,1.1693046,1.578162,,-0.006495893,0.003571093
32,1,1600,1.1485406,12.268467,,-0.015801072,0.004320447
33,1,1650,1.1222258,-0.6384454,,-0.0013842583,0.0027855765
34,1,1700,1.3615781,25.565554,,-0.022491992,0.005714275
35,1,1750,1.024819,127.60642,,-0.049767196,0.00979034
36,1,1800,1.0486925,82.35341,,-0.04008037,0.007848956
37,1,1850,1.1172247,50.683784,,-0.03144473,0.0068738135
38,1,1900,1.120746,71.37212,,-0.03721714,0.0080462275
39,1,1950,1.1385034,20.668571,,-0.020065546,0.0057892455
40,1,2000,1.2057171,16.353323,,-0.017890334,0.005578237
41,1,2050,1.1793007,12.842095,,-0.015612781,0.0060554915
42,1,2100,1.1738144,17.000338,,-0.017903209,0.00655425
43,1,2150,1.2486031,9.196752,,-0.0133830905,0.005458935
44,1,2200,1.1815741,3.2983572,,-0.007977903,0.00509428
45,1,2250,1.1896876,2.3012538,,-0.006785989,0.004875365
46,1,2300,1.2842826,0.22999251,,-0.0022614598,0.005017101
47,1,2350,1.2434323,2.3823266,,-0.006710887,0.0052420585
48,1,2400,1.3037071,3.152793,,-0.0074489117,0.00580032
49,1,2450,1.2139205,10.21568,,-0.013765335,0.0062536052
50,1,2500,1.1987958,2.3413913,,-0.006408572,0.005452884
51,1,2550,1.2513701,3.1494002,,-0.0077341795,0.0053101666
52,1,2600,1.2540323,0.60535,,-0.0030360818,0.005288653
53,1,2650,1.2524434,3.7054343,,-0.008328736,0.0054579955
54,1,2700,1.1984775,0.596475,,-0.0015996099,0.005774106
55,1,2750,1.1920843,0.03892696,,-8.106232e-05,0.004961215
56,1,2800,1.2364005,0.08466816,,-0.00040125847,0.005124487
57,1,2850,1.1949788,0.31827378,,-0.0019839406,0.0051311823
58,1,2900,1.2304837,2.211577,,-0.006165266,0.0055525405
59,1,2950,1.2330952,1.2690597,,-0.0028535724,0.006473038
60,1,3000,1.2330749,6.571684,,-0.010520697,0.006738703
61,1,3050,1.2153685,0.86043787,,-0.002205789,0.006053976
62,1,3100,1.241093,10.4432335,,0.014845431,0.0036468739
63,1,3150,1.3437592,7.2121243,,0.012285173,0.0044935704
64,1,3200,1.3144214,3.2235606,,0.008410275,0.0044751437
65,1,3250,1.2966052,5.4704275,,0.010742307,0.004465815
66,1,3300,1.2952874,7.4793997,,0.012806177,0.003390511
67,1,3350,1.3657019,-0.24506414,,0.0011956096,0.00458075
68,1,3400,1.3569741,2.933432,,0.008007467,0.0046571023
69,1,3450,1.3580496,0.04374647,,0.0010311604,0.005193518
70,1,3500,1.3878003,0.17175949,,0.0022332072,0.0051189824
71,1,3550,1.3701631,-0.35008729,,0.00046795607,0.0044924975
72,1,3600,1.3529245,-0.38922745,,0.001119554,0.0042450605
73,1,3650,1.367311,2.5967493,,0.0077295303,0.0044199056
74,1,3700,1.37086,-0.4283288,,0.00043296814,0.0043200883
75,1,3750,1.406084,0.10520053,,-0.0022972226,0.004994843
76,1,3800,1.4191382,-0.40631938,,0.00056141615,0.004465556
77,1,3850,1.3618541,2.000851,,-0.00606668,0.005518106
78,1,3900,1.4128428,0.9263711,,-0.0045763254,0.0050834557
79,1,3950,1.3702688,4.3407593,,-0.008928359,0.005874093
80,1,4000,1.3875229,0.17226195,,-0.0032205582,0.0045632995
81,1,4050,1.4151365,1.7360882,,0.006303966,0.0048254016
82,1,4100,1.3440638,1.4535499,,-0.0045241117,0.005956902
83,1,4150,1.4050789,6.7798004,,-0.010834396,0.006805399
84,1,4200,1.388557,1.1246796,,0.005010426,0.0050160107
85,1,4250,1.3701853,0.962221,,-0.0041086674,0.005455912
86,1,4300,1.3278252,0.09742653,,0.0014338493,0.00514287
87,1,4350,1.4191579,-0.1937288,,-0.0002706051,0.004943213
88,1,4400,1.4241885,0.8948492,,-0.003502965,0.0058403756
89,1,4450,1.3633024,0.18540084,,-0.0010546446,0.0054645943
90,1,4500,1.3577441,-0.26946688,,0.00047248602,0.0046413685
91,1,4550,1.4308182,-0.25674748,,0.00020170212,0.004841563
92,1,4600,1.3815726,2.4100375,,-0.0063130856,0.005998095
93,1,4650,1.361516,1.097677,,-0.0043315887,0.0055155414
94,1,4700,1.4340726,-0.060100555,,0.0011379719,0.0051170755
95,1,4750,1.4103323,-0.2390517,,-0.001312077,0.0046587624
96,1,4800,1.4578617,-0.056576014,,0.0026187897,0.004600832
97,1,4850,1.4187883,0.26820755,,0.003990531,0.0042208508
98,1,4900,1.3378986,0.15773392,,-0.0010120869,0.0053747864
99,1,4950,1.3975852,-0.41136193,,-0.0008331537,0.0043623755
100,1,5000,1.4172817,0.3196125,0,0.003612876,0.0046567167
101,2,5050,1.5347753,30.60795,,-0.017498195,0.0068302704
102,2,5100,1.5020943,8.063884,,-0.008262157,0.00558795
103,2,5150,1.4288406,7.8894243,,-0.008411288,0.005303357
104,2,5200,1.4015445,3.3517675,,0.00054723024,0.0047904784
105,2,5250,1.409682,6.038412,,0.0040464997,0.0046651056
106,2,5300,1.4676108,5.9468007,,-0.0064697266,0.00548716
107,2,5350,1.4958742,3.7551236,,0.0020091534,0.004500676
108,2,5400,1.4582754,4.279929,,-0.0025556087,0.0057651736
109,2,5450,1.5433506,3.0261297,,-0.00262928,0.0049998206
110,2,5500,1.4688274,5.0904713,,0.003872037,0.00415488
111,2,5550,1.2970772,24.188005,,-0.015629768,0.006183447
112,2,5600,1.3215872,28.681383,,-0.016487122,0.007325226
113,2,5650,1.1630044,7.1011734,,-0.0042616725,0.006907337
114,2,5700,1.125525,7.585585,,-0.005282879,0.006820955
115,2,5750,1.1476662,6.9481287,,-0.0003618598,0.0070287576
116,2,5800,1.103785,16.119333,,0.0078124404,0.0070733875
117,2,5850,1.1829098,6.9773912,,-0.0054178834,0.0064605516
118,2,5900,1.0066884,6.405965,,0.001668036,0.0060822917
119,2,5950,1.065,8.871298,,0.004440367,0.0059797624
120,2,6000,1.050795,6.6943326,,0.003123939,0.0055346647
121,2,6050,1.0985026,5.898794,,0.0004043579,0.0062605776
122,2,6100,1.1450989,4.7260895,,0.0017748475,0.0050588436
123,2,6150,1.1214828,3.8467407,,0.0010150075,0.0047713704
124,2,6200,1.0998104,4.6219673,,-0.0020560026,0.0057858247
125,2,6250,1.0982579,6.6565504,,0.0039461255,0.0049613994
126,2,6300,1.036058,14.30975,,0.0089941025,0.004416334
127,2,6350,1.2084148,3.8076034,,-0.0043510795,0.004908316
128,2,6400,1.1521245,3.4483037,,0.0013808608,0.004344713
