,k,iteration,H,cost,converged,R1,R2,R3,R4
0,0,0,539.2006,343025.75,,1.403983,24.140467,8.616032,585.5817
1,1,50,477.2073,89572730.0,,1.1300851,20.51212,5.865057,422.7174
2,1,100,420.5707,51160804.0,,0.6322576,17.82502,4.0405025,319.3556
3,1,150,374.4575,35214816.0,,0.89400744,16.21468,5.470823,264.8334
4,1,200,-208.55824,2905359.8,,-0.95530546,8.64986,2.4930255,75.6859
5,1,250,-1131.4281,7940.1875,,-0.86585486,1.7016604,0.84142387,3.0437102
6,1,300,-1295.9988,2721.4468,,-0.59985447,1.0092983,0.39146167,1.1485405
7,1,350,-1694.4487,1971.4907,,-0.28884548,0.56232214,0.10674332,0.37822205
8,1,400,-1441.6514,1664.4084,,-0.27274984,0.47744155,0.08702637,0.3682357
9,1,450,-1439.4905,1558.798,,-0.24735081,0.3671956,0.057772733,0.1981473
10,1,500,-1397.5737,1529.7925,0,-0.2787927,0.36790192,0.071969315,0.21489716
11,2,550,-1462.7705,1737.5837,,-0.23526466,0.27204025,0.06209618,0.13483053
12,2,600,-1381.8623,1612.9978,,-0.21733895,0.2399255,0.0359132,0.10049023
13,2,650,-1358.5925,1575.3677,,-0.2496123,0.20134723,0.04715599,0.068899274
14,2,700,-1388.5975,1570.4061,,-0.21244279,0.18252277,0.029314525,0.05624275
15,2,750,-1375.9059,1534.1587,,-0.21261585,0.1525346,0.017001614,0.031457774
16,2,800,-1329.0491,1535.1571,,-0.2075041,0.22532427,0.018923141,0.06792857
17,2,850,-1378.2599,1524.022,,-0.1890774,0.15238416,0.02161301,0.025111698
18,2,900,-1334.9694,1544.9148,,-0.20617455,0.22155201,0.024221122,0.08912031
19,2,950,-1389.2122,1521.1724,,-0.21855962,0.1071645,0.019671075,0.0016960278
20,2,1000,-1329.4081,1496.2542,0,-0.21007529,0.17123556,0.013242997,0.032504357
21,3,1050,-1499.28,1562.1256,,-0.051362425,0.05882907,-0.030084945,-0.028491955
22,3,1100,-1454.5476,1573.9014,,-0.07559472,0.09834516,-0.019880686,-0.0020248406
23,3,1150,-1471.6926,1556.3949,,-0.094971895,0.04106939,-0.025557436,-0.021593686
24,3,1200,-1486.8143,1544.1306,,-0.052334696,0.049755573,-0.0244148,-0.023013387
25,3,1250,-1432.0825,1527.2037,,-0.07903713,0.070853114,-0.025016733,-0.015590616
26,3,1300,-1473.8519,1534.7145,,-0.057632208,0.046991706,-0.022026133,-0.012599874
27,3,1350,-1460.9653,1508.4489,,-0.06391731,0.021191001,-0.03421685,-0.017310511
28,3,1400,-1436.8074,1498.6476,,-0.068401635,0.039722085,-0.02494352,-0.023094807
29,3,1450,-1453.3799,1495.8219,,-0.05080852,0.025319695,-0.031027745,-0.0076430403
30,3,1500,-1403.8342,1484.5325,0,-0.044138998,0.08430493,-0.023224186,-0.016528111
31,4,1550,-1496.1179,1488.8499,,-0.022634327,-0.028166294,-0.03911466,-0.02965917
32,4,1600,-1460.44,1473.4364,,-0.029084474,-0.008257866,-0.035261028,-0.031141754
33,4,1650,-1485.6813,1471.3904,,-0.0048873425,-0.021390796,-0.041317523,-0.027765084
34,4,1700,-1412.9357,1466.2351,,-0.05987844,0.0074486732,-0.031748876,-0.01799456
35,4,1750,-1495.3025,1467.412,,-0.018069625,-0.05114162,-0.034631602,-0.030103244
36,4,1800,-1423.6019,1437.3759,,-0.033754855,-0.011766553,-0.031884454,-0.024124123
37,4,1850,-1410.7412,1432.69,,-0.035776705,-0.0059815645,-0.039874054,-0.0191077
38,4,1900,-1443.9137,1433.3226,,-0.0298087,-0.04025507,-0.03797427,-0.02575691
39,4,1950,-1383.396,1411.0924,,-0.048422426,-0.010333419,-0.034744732,-0.02235952
40,4,2000,-1406.1909,1395.0139,0,-0.026197344,-0.036347628,-0.034588706,-0.026897516
41,5,2050,-1412.3265,1436.5417,,0.046815038,0.030815244,-0.03153091,-0.00996203
42,5,2100,-1393.7128,1423.5398,,-0.023753524,-0.034785867,-0.04343728,-0.018283725
43,5,2150,-1377.2197,1439.6757,,-0.05150786,-0.036038637,-0.03095749,-0.030812077
44,5,2200,-1332.7081,1427.61,,0.023343265,0.075876355,-0.022164665,-0.00528232
45,5,2250,-1317.6304,1413.6251,,0.033261538,0.07576656,-0.02813692,-0.01676352
46,5,2300,-1345.9592,1375.5817,,0.0015564561,0.016061425,-0.035174824,-0.020932846
47,5,2350,-1367.41,1365.4364,,0.05225879,0.006845355,-0.024039973,-0.024246298
48,5,2400,-1322.3309,1443.2172,,0.07724589,0.08748865,-0.021690205,-0.013957914
49,5,2450,-1312.8447,1337.8873,,-0.0032286942,0.007955432,-0.032277696,-0.024830054
50,5,2500,-1289.2473,1341.5917,0,-0.027650148,0.013375521,-0.03344963,-0.0072771125
51,6,2550,-1423.9364,1596.6282,,-0.023282588,-0.05414474,-0.030169781,-0.03230933
52,6,2600,-1396.0691,1568.7185,,-0.038249314,-0.021763444,-0.032852087,-0.028890759
53,6,2650,-1293.6991,1549.14,,-0.024920642,0.05990255,-0.02336369,0.004800737
54,6,2700,-1300.565,1463.2119,,0.029208362,0.05155766,-0.018750038,-0.019467454
55,6,2750,-1323.8601,1451.3425,,0.044793546,0.040266514,-0.012812905,-0.020015802
56,6,2800,-1358.192,1438.626,,-0.020546347,-0.040407896,-0.016266152,-0.01554535
57,6,2850,-1308.8721,1521.229,,0.0114248395,0.06877661,-0.0058514886,-0.0036878102
58,6,2900,-1330.364,1721.6696,,-0.07418865,-0.07437074,-0.0135000795,-0.009773005
59,6,2950,-1372.9006,1586.898,,-0.0041930676,-0.093916416,-0.013372861,-0.00031639263
60,6,3000,-1338.7202,1384.06,1,0.038544178,0.017481804,-0.0049830116,-0.020296313
