,k,iteration,H,cost,converged,R1,R2,R3,R4
0,0,0,4.454381,-0.2475295,,-0.3289842,-1.2573694,0.11320631,1.5826646
1,1,50,-1.9140766,582.5708,,0.33762896,-0.56690437,0.49330646,0.6946858
2,1,100,1.0538534,363.4697,,0.35476607,-0.5197868,0.33972877,0.46646994
3,1,150,-1.3464242,201.62823,,0.33404696,-0.38684022,0.256372,0.2713011
4,1,200,-12.411077,103.10538,,0.19083846,-0.24515986,0.21575701,0.19574174
5,1,250,-21.489765,47.95665,,0.029442608,-0.1473676,0.10828644,0.13646881
6,1,300,-21.066257,37.6733,,0.02500391,-0.11168492,0.08983022,0.10975383
7,1,350,-18.245808,29.528015,,0.014687717,-0.08497071,0.06266712,0.10583712
8,1,400,-17.531622,26.713867,,-0.008636892,-0.062729955,0.07798347,0.09095839
9,1,450,-14.773538,18.946873,,0.013624966,-0.034389377,0.056724213,0.061325066
10,1,500,-12.347584,17.424314,0,0.044243574,-0.032141566,0.055221587,0.06413628
11,2,550,-14.291537,16.297703,,-0.02620551,0.030084252,0.016703613,0.028938703
12,2,600,-11.068179,10.558999,,-0.06738496,-0.010008693,-0.0077716,0.0034760833
13,2,650,-9.943618,9.851861,,-0.038757324,-0.0068945885,-0.01738517,0.019436635
14,2,700,-9.716799,6.6523447,,-0.027045429,0.027490139,-0.015669335,-0.017846324
15,2,750,-8.770638,6.642433,,-0.058613002,-0.022432089,-0.018815003,-0.026895907
16,2,800,-8.229663,5.506821,,-0.013161659,-0.004283309,-0.02988448,-0.022029858
17,2,850,-8.287302,4.728314,,-0.05765468,0.0075770617,-0.01938966,-0.033019006
18,2,900,-8.280681,4.821802,,-0.011826366,0.03678751,-0.02134315,-0.03226944
19,2,950,-8.03184,3.6543536,,-0.022633255,0.034398913,-0.033758342,-0.04255584
20,2,1000,-7.3721833,4.930691,0,-0.058188528,-0.02187872,-0.020876192,-0.032859825
21,3,1050,-7.23711,8.687696,,-0.019609094,0.031672835,-9.507686e-05,-0.018733967
22,3,1100,-7.0316844,9.714741,,0.029254615,-0.008925796,-0.005966425,0.0144724995
23,3,1150,-7.7376475,8.8447485,,0.0045681596,0.035986423,0.009949401,-0.013546191
24,3,1200,-6.728492,12.069115,,-0.0037761629,-0.033382297,0.0040058866,0.016470477
25,3,1250,-6.575773,9.5714,,0.03839284,-0.009178877,0.0011160001,-0.0075954758
26,3,1300,-7.715686,11.86022,,-0.04109177,0.030243635,0.0016129091,-0.0023174286
27,3,1350,-6.3766065,13.236987,,0.0046598315,-0.04655087,0.0030676723,-0.003858637
28,3,1400,-8.167682,11.738736,,-0.023292363,0.05076945,-0.007961977,-0.010788079
29,3,1450,-7.1080904,11.896903,,-0.031387508,-0.022176862,-0.0054435097,0.007166058
30,3,1500,-7.2006807,7.9472303,1,0.013023257,-0.0023536682,0.007904813,0.001575917
